A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
Manibrata,Maloney,F,931,677-3284,FAIRVIEW,TN,37062,S,N,25000,0.0,0,0,0
Lothar,Gramp,M,775,821-2013,BATTLE MOUNTAIN,NV,89820,M,N,15000,0.0,0,0,0
Liuba,Koblitz,F,910,554-7675,RALEIGH,NC,27675,M,Y,25000,6.256993,0,6600,3300
Yeogirl,Rosiles,M,947,520-5865,STERLING HEIGHTS,MI,48314,M,Y,30000,3.9,0,6200,3100
Yoshikane,Purday,F,406,644-6397,BUTTE,MT,59702,S,Y,55000,6.9,1900,0,1900
Venkatavasu,Masullo,M,316,102-4766,ARNOLD,KS,67515,M,N,15000,3.5,0,4500,0
Roldolf,Csaba,M,843,437-5815,UNA,SC,29378,M,Y,25000,7.0,0,6600,3300
Ramarao,Thacker,M,814,179-5890,GROVE CITY,PA,16127,S,N,90000,3.07,0,0,0
Saverio,Salmen,F,423,687-6659,LANCASTER,TN,38569,M,N,75000,0.0,0,0,0
Cen,Schaub,M,843,883-4805,CHARLESTON,SC,29492,S,Y,5000,3.563716,3300,0,3300
Felipe,Moghrabi,M,816,145-4039,PATTONSBURG,MO,64670,S,Y,70000,6.0,2100,0,1200
Hazim,Prampolini,F,907,677-4041,GALENA,AK,99741,M,N,60000,0.0,0,0,0
Tadeusz,Nozawa,F,203,536-9266,GEORGETOWN,CT,6829,S,Y,85000,5.0,12750,0,0
Gerco,Hiroike,F,612,591-1246,LASTRUP,MN,56344,M,N,75000,7.85,0,6600,0
Mahendra,Podkolzin,F,508,253-6368,LOWELL,MA,1854,M,N,25000,5.3,0,7150,0
Tiziana,Rosar,F,865,424-1743,SLAYDEN,TN,37165,S,N,35000,0.0,0,0,0
Jobst,Kocis,F,662,581-3640,COLUMBUS,MS,39701,M,N,45000,5.0,0,12000,0
Yuuji,Klosgen,M,978,384-7112,BRIMFIELD,MA,1010,M,Y,55000,5.3,0,7150,1000
Anindya,Canas,M,603,726-3485,NASHUA,NH,3062,M,Y,40000,0.0,0,0,0
Marlis,Isaac,M,787,651-8226,CANOVANAS,PR,729,M,N,90000,0.0,0,0,0
Serban,Carre,F,612,233-6323,SAINT VINCENT,MN,56755,S,Y,60000,7.4572573,3300,0,3300
Elspeth,Vutukuru,M,501,111-3207,NASHVILLE,AR,71852,S,N,55000,7.0,20,0,0
Tsunehiko,Giraffa,F,218,527-3430,TWIN LAKES,MN,56089,M,Y,55000,7.1904483,0,6600,3300
Lourdes,Everling,F,770,542-4027,SURRENCY,GA,31563,S,Y,65000,6.0,2700,0,3000
Aron,Plumer,M,732,429-1274,NEPTUNE,NJ,7754,S,N,15000,1.4,1000,0,0
Rajendra,Bourbakis,F,401,428-3357,WAKEFIELD,RI,2880,S,N,75000,0.0,0,0,0
Pierto,Grandbois,M,303,158-6776,DINOSAUR,CO,81610,M,N,50000,4.63,0,0,0
Jingling,Partee,F,939,754-2978,MERCEDITA,PR,715,M,N,55000,0.0,0,0,0
Piyawadee,Cakic,M,585,430-7604,GLENFIELD,NY,13343,S,Y,75000,4.3881097,0,0,1000
Tadaaki,Oelmann,F,702,638-8566,MC DERMITT,NV,89421,S,N,15000,0.0,0,0,0
Jussara,Rande,F,509,554-7247,SEATTLE,WA,98107,S,Y,55000,0.0,0,0,0
Suhas,Pavlova,F,847,871-8761,LELAND,IL,60531,M,N,45000,3.0,0,4000,0
Huapeng,Kinter,M,760,389-6926,LOMA LINDA,CA,92357,M,Y,10000,1869,0,174,272
Akiko,Lessing,M,309,375-8969,DANVILLE,IL,61834,M,Y,70000,3.0,0,4000,2000
Prabal,Loganantharaj,M,808,761-4685,J B P H H,HI,96860,M,Y,55000,8.25,0,2080,1040
Avshalom,Wothke,F,505,828-3110,ROY,NM,87743,M,Y,15000,4.957143,0,6600,3300
Teri,Houtsma,F,608,910-9527,COMSTOCK,WI,54826,M,Y,50000,5.3151608,0,1400,400
Line,Ritondale,F,248,433-2581,SOUTHFIELD,MI,48034,S,N,60000,3.9,3100,0,0
Eldad,Moshman,M,228,578-1831,PEARL,MS,39288,S,N,35000,5.0,6000,0,0
Xianlong,Larcher,F,702,753-6897,MANHATTAN,NV,89022,M,Y,80000,0.0,0,0,0
Juliano,Thenmozhi,M,787,254-9468,GUAYAMA,PR,785,S,N,90000,0.0,0,0,0
Surya,Bruha,F,304,534-8096,FALLING WATERS,WV,25419,S,Y,30000,4.4,2000,0,2000
Veli,Ryslinkova,F,912,847-7031,AUGUSTA,GA,30904,S,N,100000,6.0,2700,0,0
Sergej,Zukowski,F,567,471-4726,SARDINIA,OH,45171,S,N,80000,3.2016153,1300,0,0
Moto,Leemis,F,406,645-3949,SANDERS,MT,59076,S,Y,100000,6.9,1900,0,1900
Sylvanus,Forman,F,720,975-1420,HOT SULPHUR SPRINGS,CO,80451,M,N,40000,4.63,0,0,0
Alicja,Radhakrishnan,M,434,353-2800,TOWNSEND,VA,23443,S,Y,20000,5.75,900,0,900
Sanjai,Dovidio,M,402,471-6457,LEWELLEN,NE,69147,S,Y,90000,6.84,103,0,103
Cor,Zlatin,F,787,291-5969,AGUADILLA,PR,605,M,N,90000,0.0,0,0,0
Kenta,Schwaller,M,603,478-5359,SANBORNTON,NH,3269,S,N,100000,0.0,0,0,0
Armando,Manukyan,M,239,611-2938,DAYTONA BEACH,FL,32126,M,N,25000,0.0,0,0,0
Daeweon,Wolniewicz,M,808,574-6450,HONOLULU,HI,96818,S,N,15000,3.743421,1040,0,0
Viswanathan,Cheriton,F,517,895-4038,BATTLE CREEK,MI,49017,S,Y,40000,3.9,3100,0,3100
Fatemeh,Knauff,M,605,865-1123,SIOUX FALLS,SD,57105,S,N,90000,0.0,0,0,0
Pepijn,Larus,F,478,908-5680,SYLVESTER,GA,31791,S,N,50000,6.0,2700,0,0
Derrick,Krzyzanowski,M,202,150-5486,WASHINGTON,DC,20544,M,N,10000,4.5,0,2740,0
Dipti,Lidstone,M,847,557-7625,MILAN,IL,61264,M,N,70000,3.0,0,4000,0
Qijia,Miner,M,859,283-6351,PIKEVILLE,KY,41502,S,Y,5000,2.1111112,20,0,20
Renwei,Muhlen,F,208,331-8745,LEWISTON,ID,83501,S,N,90000,7.8,3300,0,0
Shinkyu,Ivanova,F,801,966-2868,SALT LAKE CITY,UT,84184,S,N,85000,7.0,2475,0,0
Barun,Viehstaedt,M,918,130-9137,OKLAHOMA CITY,OK,73190,M,N,40000,6.25,0,2000,0
Kazuhiro,Duncan,F,260,225-4821,ORA,IN,46968,M,Y,90000,3.4,0,2000,1000
Adnan,Weedman,F,339,988-3577,GRAFTON,MA,1519,M,Y,80000,5.3,0,7150,1000
Emilia,Alfaro,M,317,933-2397,LINCOLN CITY,IN,47552,M,N,15000,3.4,0,2000,0
Jamel,Sinofsky,F,406,581-4177,SUN RIVER,MT,59483,S,Y,15000,6.9,1900,0,1900
Reinhold,Postley,F,251,497-9781,BYNUM,AL,36253,S,Y,100000,5.0,1500,0,300
Yeogirl,Shallof,M,251,454-7933,ARAB,AL,35016,S,Y,95000,5.0,1500,0,300
Sayed,Menhardt,M,808,174-1821,HANA,HI,96713,M,N,50000,8.25,0,2080,0
Sethu,Commoner,M,812,201-3071,INDIANAPOLIS,IN,46230,M,Y,90000,3.4,0,2000,1000
Fumitake,Egerstedt,M,207,602-1836,FREEDOM,ME,4941,S,Y,40000,8.5,2850,0,2850
Bilhanan,Perkins,M,406,388-1604,WINSTON,MT,59647,S,N,90000,6.9,1900,0,0
Mouloud,Goodwyn,F,318,977-8956,SHREVEPORT,LA,71105,M,Y,5000,2.0,0,9000,1000
Moriyoshi,Inaba,F,802,889-8381,BAKERSFIELD,VT,5441,M,N,90000,4.7957172,0,6600,0
Woojin,Dunbar,M,315,769-1986,LIMESTONE,NY,14753,S,Y,35000,4.1564026,0,0,1000
Aqeel,Kratochvil,M,435,400-3995,OGDEN,UT,84404,M,Y,30000,7.0,0,4950,2475
Sofya,Stornetta,M,617,407-5630,READING,MA,1867,M,Y,20000,5.3,0,7150,1000
Maryline,Grue,M,207,240-8237,DIXFIELD,ME,4224,S,Y,5000,2.2135036,2850,0,2850
Leon,Thielscher,F,503,923-7557,BANDON,OR,97411,M,N,70000,9.0,0,318,0
Alvis,Liesche,F,623,445-5492,TUCSON,AZ,85731,M,Y,25000,3.1025,0,4200,2300
Edda,Randt,F,808,850-1500,FORT SHAFTER,HI,96858,S,Y,85000,8.25,1040,0,1040
Ethem,Milgram,M,843,765-9778,PLUM BRANCH,SC,29845,S,Y,100000,7.0,3300,0,3300
Prasad,Fanty,F,701,880-8670,HUNTER,ND,58048,S,Y,30000,2.1034775,3300,0,3300
Thore,Balaji,M,541,614-6873,MULINO,OR,97042,M,N,40000,9.0,0,318,0
Rogers,Swiss,F,503,507-8934,GERVAIS,OR,97026,S,N,45000,9.0,159,0,0
Jainendra,Dingus,M,808,844-7626,HILO,HI,96721,M,Y,65000,8.25,0,2080,1040
Ciyou,Veretennikov,M,907,721-9273,BUCKLAND,AK,99727,S,Y,75000,0.0,0,0,0
Petr,Mukouchi,F,505,483-3862,NAVAJO DAM,NM,87419,S,N,80000,5.3,3300,0,0
Imran,Double,M,304,305-2062,LESAGE,WV,25537,S,Y,20000,3.7,2000,0,2000
Sreerupa,Straubing,M,808,170-3409,KAHULUI,HI,96732,S,Y,35000,7.3486843,1040,0,1040
Alicia,Tsunoo,M,864,705-4571,LANCASTER,SC,29722,S,N,30000,7.0,3300,0,0
Uzi,Ianni,F,401,543-2646,FOSTER,RI,2825,S,Y,40000,0.0,0,0,0
Yanggon,Allison,M,303,450-9273,CONEJOS,CO,81129,S,N,80000,4.63,0,0,0
Hansjurgen,Edupuganty,M,701,819-8190,STREETER,ND,58483,M,Y,55000,2.3932838,0,6600,3300
Ezhan,Reese,M,701,427-2711,TOWNER,ND,58788,M,Y,75000,2.6251287,0,6600,3300
Gregg,Montalbano,F,203,681-7347,NEW PRESTON MARBLE DALE,CT,6777,S,Y,5000,3.0,12750,0,0
Duong,Ogurol,F,775,424-2528,ELY,NV,89315,M,Y,60000,0.0,0,0,0
Dainis,Rezende,F,808,788-6048,MAKAWELI,HI,96769,M,N,85000,8.25,0,2080,0
Hairuo,Broggi,M,307,610-7806,ELK MOUNTAIN,WY,82324,M,Y,80000,0.0,0,0,0
Ludwig,Stille,M,337,522-7800,BARATARIA,LA,70036,S,Y,65000,6.0,4500,0,1000
Zakarriae,Tibblin,F,256,132-3893,HUNTSVILLE,AL,35810,S,Y,20000,5.0,1500,0,300
Rollins,Raufmann,M,763,659-5236,DULUTH,MN,55804,M,Y,80000,7.85,0,6600,3300
Srilekha,Olveszky,F,479,477-2787,BLYTHEVILLE,AR,72316,M,Y,45000,7.0,0,40,20
Jennie,Dang,M,702,867-1109,SILVERPEAK,NV,89047,S,N,5000,0.0,0,0,0
Ryohei,Ramaiah,M,850,646-4950,SAINT JAMES CITY,FL,33956,M,Y,95000,0.0,0,0,0
Rolland,Caulk,F,228,960-1103,RAYMOND,MS,39154,M,N,20000,5.0,0,12000,0
Keikichi,Huhdanpaa,M,701,966-4640,PETTIBONE,ND,58475,S,Y,80000,2.68309,3300,0,3300
Sajjad,Maguire,F,207,421-9636,PASSADUMKEAG,ME,4475,S,N,30000,8.5,2850,0,0
Geraud,Rosenquist,M,603,642-9012,MOULTONBOROUGH,NH,3254,M,N,30000,0.0,0,0,0
Hergen,Walstra,F,360,807-1591,TEKOA,WA,99033,S,Y,90000,0.0,0,0,0
Nabil,Fontan,M,502,196-8467,FALMOUTH,KY,41040,S,Y,35000,3.7777777,20,0,20
Brailey,Rackoff,F,608,223-8184,GALESVILLE,WI,54630,M,Y,40000,5.1414094,0,1400,400
Sangeeta,Isshiki,M,561,523-5383,COCOA,FL,32927,S,N,100000,0.0,0,0,0
Jacobijn,Tatsuta,F,507,604-9897,MILAN,MN,56262,S,Y,85000,7.85,3300,0,3300
Yakichi,Clonts,F,304,701-9248,CHLOE,WV,25235,S,Y,55000,6.1499996,2000,0,2000
Eenjun,Kartha,F,701,384-7476,SAINT THOMAS,ND,58276,S,N,70000,2.5671675,3300,0,0
Mingshang,Antognini,M,920,439-8188,MAPLE,WI,54854,M,Y,25000,4.880782,0,1400,400
Donyaprueth,Mattison,F,401,412-5900,BRADFORD,RI,2808,S,Y,20000,0.0,0,0,0
Brijesh,Gurzi,F,614,460-5737,HUDSON,OH,44237,S,N,50000,2.2057693,1300,0,0
Maguelonne,Hoffner,M,307,117-1836,ALADDIN,WY,82710,M,Y,35000,0.0,0,0,0
Masud,Bach,F,307,741-6627,RALSTON,WY,82440,S,Y,40000,0.0,0,0,0
Shaul,Schwertel,F,480,329-1090,PHOENIX,AZ,85006,M,N,20000,3.0249999,0,4200,0
Venkat,Charretton,F,406,148-9114,BYNUM,MT,59419,S,Y,85000,6.9,1900,0,1900
Gurdip,Frisch,M,703,451-8215,MARYUS,VA,23107,M,N,75000,5.75,0,1800,0
Tirtza,Thamm,F,318,321-5896,GILLIAM,LA,71029,S,N,75000,6.0,4500,0,0
Maguelonne,Huthnance,M,434,564-9653,HILLSVILLE,VA,24343,S,N,85000,5.75,900,0,0
Neta,Faron,F,302,698-9995,WILMINGTON,DE,19884,M,N,65000,5.95,0,220,0
Frederick,Niamir,M,603,851-6150,MANCHESTER,NH,3101,M,Y,20000,0.0,0,0,0
Zhuojun,Guan,F,701,213-2643,CRARY,ND,58327,S,N,85000,2.7410512,3300,0,0
Leopold,Haudot,M,602,835-5785,YUMA,AZ,85364,S,Y,20000,3.0249999,2100,0,2300
Elspeth,Eskesen,M,402,551-6125,CALLAWAY,NE,68825,S,N,60000,6.84,103,0,0
Shibu,Goes,F,408,522-2412,SANTA CLARITA,CA,91350,S,N,5000,1.0,87,0,0
Kanchana,Gerteisen,M,912,191-2540,ATLANTA,GA,30364,M,N,40000,6.0,0,5400,0
Talal,Bruhl,M,605,117-2674,INTERIOR,SD,57750,M,N,15000,0.0,0,0,0
Ingar,Suwa,F,501,138-7510,RISON,AR,71665,M,Y,35000,7.0,0,40,20
Hikyu,Bannelier,M,605,297-7202,SIOUX FALLS,SD,57106,S,N,40000,0.0,0,0,0
Xiaolei,Babai,M,317,359-6513,TEFFT,IN,46380,S,N,10000,3.4,1000,0,0
Fulong,Vignes,M,405,834-2720,LEONARD,OK,74043,M,Y,5000,3.0555556,0,2000,1000
Radhika,Vaisey,M,802,388-6277,SOUTH ROYALTON,VT,5068,M,Y,70000,4.397808,0,6600,3300
Svatopluk,Purkayastha,F,504,250-3383,THIBODAUX,LA,70310,S,Y,40000,6.0,4500,0,1000
Darwin,Rahier,M,308,630-8904,LEXINGTON,NE,68850,M,N,10000,3.9097095,0,206,0
Risto,Cronan,F,276,211-3924,GLEN WILTON,VA,24438,S,Y,85000,5.75,900,0,900
Wifried,Keay,F,504,280-4266,PORT BARRE,LA,70577,S,Y,65000,6.0,4500,0,1000
Nami,Covvey,F,505,198-3494,RIBERA,NM,87560,M,Y,45000,5.3,0,6600,3300
Henry,Beukering,F,302,908-6640,WILMINGTON,DE,19896,S,N,30000,3.9045453,110,0,0
Masahisa,Anido,M,207,861-5405,SHIRLEY MILLS,ME,4485,S,Y,5000,2.2135036,2850,0,2850
Anastasios,Hertweck,M,228,456-6810,MANTEE,MS,39751,M,Y,10000,5.0,0,12000,1500
Maik,Mertsiotakis,F,210,759-7811,SAN ANTONIO,TX,78251,M,N,25000,0.0,0,0,0
Vannevar,Butner,F,205,865-7491,MOBILE,AL,36625,S,Y,70000,5.0,1500,0,300
Keishi,Dinkhoff,F,801,900-1277,JUNCTION,UT,84740,M,Y,50000,7.0,0,4950,2475
Toney,Kadyamatimba,M,864,793-3067,COLUMBIA,SC,29201,M,N,35000,7.0,0,6600,0
Goker,Kunchithapadam,F,703,123-5755,OLDHAMS,VA,22529,M,N,30000,5.75,0,1800,0
Evanthia,Furner,M,757,401-4923,CHARLOTTESVILLE,VA,22909,M,N,15000,5.214286,0,1800,0
Concettina,Wendel,M,414,320-6784,PRENTICE,WI,54556,S,Y,35000,5.0545335,700,0,400
Virginia,Moshman,F,980,329-2657,LENOIR,NC,28645,M,N,85000,7.515734,0,6600,0
Subhasish,Gagvani,M,870,181-5161,STRAWBERRY,AR,72469,S,N,80000,7.0,20,0,0
Igor,Shimamura,F,859,451-1398,DUNDEE,KY,42338,M,N,55000,4.888889,0,40,0
Hujun,Lucco,F,302,304-8340,DOVER,DE,19901,M,Y,45000,4.927273,0,220,110
Naima,McDermid,M,808,771-9725,HONOLULU,HI,96814,M,N,20000,4.644737,0,2080,0
Jaroslava,Lesser,M,850,769-1019,EVERGLADES CITY,FL,34139,M,Y,25000,0.0,0,0,0
Chester,Thees,M,828,110-4663,ASHEVILLE,NC,28805,S,Y,70000,7.201049,3300,0,3300
Shyjan,Hedges,F,503,234-2050,BAKER CITY,OR,97814,M,N,65000,9.0,0,318,0
Arantza,Stampfel,M,661,586-5687,CAMINO,CA,95709,S,N,30000,6.590543,87,0,0
Kepa,Foret,M,301,579-9272,DUNDALK,MD,21222,M,N,60000,4.75,0,4800,0
Fran,Belcastro,F,701,440-3286,PEMBINA,ND,58271,M,N,55000,2.3932838,0,6600,0
Shinsuke,Lejter,F,585,777-3214,LAKE GROVE,NY,11755,M,N,25000,4.0984755,0,0,0
Hyeokman,Priami,M,240,674-6779,BALTIMORE,MD,21224,S,Y,25000,4.75,2400,0,2400
Sreekrishna,Rahmstorf,M,239,878-3666,BRADENTON,FL,34201,M,N,65000,0.0,0,0,0
Thoshiaki,Heemskerk,F,401,437-5911,KENYON,RI,2836,S,Y,80000,0.0,0,0,0
Atef,Dang,M,860,569-4175,NEW HAVEN,CT,6513,M,Y,50000,5.0,0,24500,0
Savio,Morioka,F,225,703-7675,SHREVEPORT,LA,71135,S,N,45000,6.0,4500,0,0
Jaihie,Kochetov,M,603,397-9424,HANOVER,NH,3755,M,Y,75000,0.0,0,0,0
Yohsuke,Grunupp,M,802,371-8819,FRANKLIN,VT,5457,S,N,20000,3.6,3300,0,0
Sumitaka,Clemm,F,971,301-1406,PORTLAND,OR,97286,M,N,65000,9.0,0,318,0
Uday,Minot,F,567,191-8044,AKRON,OH,44333,S,Y,25000,1.3758974,1300,0,1300
Yuchen,Wahls,F,608,200-3122,ARKDALE,WI,54613,M,N,80000,5.836415,0,1400,0
Kamaljit,Tryba,M,785,328-1374,SILVER LAKE,KS,66539,M,Y,65000,6.45,0,4500,2250
Dinos,Lasala,M,662,989-9037,MOUND BAYOU,MS,38762,M,N,80000,5.0,0,12000,0
Viljem,Blodel,F,804,506-8812,MANAKIN SABOT,VA,23103,M,N,95000,5.75,0,1800,0
Rong,Kawakami,M,907,310-6999,MEYERS CHUCK,AK,99903,S,Y,65000,0.0,0,0,0
Yiwen,Kamo,M,864,357-5439,PINEVILLE,SC,29468,M,N,10000,5.752432,0,6600,0
Eiiti,Derthick,F,360,869-9026,GRAPEVIEW,WA,98546,S,Y,50000,0.0,0,0,0
Sigmund,Stauduhar,M,731,121-3217,BROWNSVILLE,TN,38012,M,Y,100000,0.0,0,0,0
Sreenivas,Poulin,M,316,248-8889,HAVILAND,KS,67059,M,N,50000,6.45,0,4500,0
Hui,Rudmik,F,509,186-6568,SPOKANE,WA,99213,M,Y,95000,0.0,0,0,0
Bradley,Holldobler,F,816,981-8225,CHESTERFIELD,MO,63006,S,N,10000,6.0,2100,0,0
Ivan,Abeln,M,802,215-7893,EAST ARLINGTON,VT,5252,M,N,25000,3.6,0,6600,0
Pierpaolo,Knowles,M,913,781-9910,WAKEENEY,KS,67672,M,N,95000,6.45,0,4500,0
Aria,Sutter,M,605,107-2578,WHITEWOOD,SD,57793,M,Y,35000,0.0,0,0,0
Anindya,Chubb,M,860,862-4991,FARMINGTON,CT,6030,S,N,20000,5.0,12750,0,0
Dwifiandika,Cornell,M,802,121-2417,RANDOLPH,VT,5060,M,Y,80000,4.5967627,0,6600,3300
Huu,Artiges,F,617,531-4862,BOSTON,MA,2207,S,Y,55000,5.3,3575,0,1000
Reuven,Janocha,F,501,342-2364,VENDOR,AR,72683,M,Y,30000,7.0,0,40,20
Padima,McCue,F,503,494-8843,SALEM,OR,97313,M,N,55000,9.0,0,318,0
Wally,Pioli,F,208,562-2338,BLACKFOOT,ID,83221,M,Y,70000,7.8,0,6600,3300
Farid,Baucke,F,605,130-7249,SAINT CHARLES,SD,57571,S,N,25000,0.0,0,0,0
Simaan,Erez,M,228,863-9103,JACKSON,MS,39269,M,N,70000,5.0,0,12000,0
Asa,Ebeling,F,918,401-6420,OKLAHOMA CITY,OK,73113,S,N,25000,6.25,1000,0,0
Hamza,Roodyn,F,860,796-9036,HARTFORD,CT,6180,M,Y,35000,5.0,0,24500,0
Qian,Grinter,M,401,560-9514,PAWTUCKET,RI,2861,S,N,55000,0.0,0,0,0
Bui,Anjur,F,479,787-1990,MOSCOW,AR,71659,M,N,60000,7.0,0,40,0
Luquan,Gurzi,F,603,691-9226,EPSOM,NH,3234,S,N,70000,0.0,0,0,0
Kozi,Ochoa,F,913,845-6227,LIBERAL,KS,67901,M,Y,50000,6.45,0,4500,2250
Jyhyeung,Pino,M,260,604-4039,EVANSVILLE,IN,47711,S,Y,25000,3.4,1000,0,1000
Pratheep,Leahy,M,405,393-2559,COLBERT,OK,74733,S,Y,100000,6.25,1000,0,1000
Siva,Gitler,M,270,425-6482,DANA,KY,41615,S,Y,25000,3.2222223,20,0,20
Yanyan,Orwant,F,304,577-2743,CLARKSBURG,WV,26302,S,Y,60000,6.5,2000,0,2000
Neri,Yanagida,M,612,183-6010,HOLMES CITY,MN,56341,M,N,75000,7.85,0,6600,0
Maddalena,Bolbourn,M,608,108-5687,OKAUCHEE,WI,53069,S,Y,55000,5.4020367,700,0,400
Hellis,Fanti,F,267,394-9295,ALLENTOWN,PA,18105,S,Y,40000,3.07,0,0,0
Chiara,Kearns,M,405,243-4206,BARTLESVILLE,OK,74005,M,N,75000,6.25,0,2000,0
Xuemin,Elorriaga,F,715,656-9669,PRINCETON,WI,54968,M,Y,90000,6.010166,0,1400,400
Alper,Hjaresen,M,732,141-3887,HIGHTSTOWN,NJ,8520,S,Y,100000,2.6616669,1000,0,1500
Ila,Carra,F,601,705-2377,STARKVILLE,MS,39759,S,N,100000,5.0,6000,0,0
Chenxi,Ramaswami,F,207,754-1399,CUSHING,ME,4563,S,Y,35000,8.5,2850,0,2850
Spencer,Matzat,F,406,721-7327,WINSTON,MT,59647,S,N,55000,6.9,1900,0,0
Godfried,Schena,F,308,149-4578,MC COOK,NE,69001,M,Y,25000,6.5736103,0,206,103
Zeng,Lavalette,F,308,223-9959,MCGREW,NE,69353,S,Y,60000,6.84,103,0,103
Gaurav,Promhouse,F,406,765-5852,ZURICH,MT,59547,S,Y,15000,6.9,1900,0,1900
Adit,Narahara,M,551,415-2500,OCEANPORT,NJ,7757,S,N,55000,1.9519792,1000,0,0
Deven,Schachter,M,907,313-4033,ANCHORAGE,AK,99507,M,Y,25000,0.0,0,0,0
Elarbi,Wirl,F,815,570-5611,KEENSBURG,IL,62852,S,Y,15000,3.0,2000,0,2000
Shamim,Ikeo,M,208,277-5158,COOLIN,ID,83821,S,Y,30000,7.8,3300,0,3300
Yiorgos,Biryukow,F,610,993-4458,VANDERBILT,PA,15486,S,Y,35000,3.07,0,0,0
Renuka,Groenemans,F,989,470-6328,MARQUETTE,MI,49855,S,N,10000,3.9,3100,0,0
Itzhak,Vieille,M,605,106-2125,BELLE FOURCHE,SD,57717,S,Y,90000,0.0,0,0,0
Jamshid,Traunmuller,F,304,236-1916,GRAFTON,WV,26354,S,Y,15000,3.35,2000,0,2000
Prabuddha,Hamburg,M,603,734-5883,NORTH SUTTON,NH,3260,S,N,85000,0.0,0,0,0
Fracisco,Arbab,M,615,934-2202,NASHVILLE,TN,37204,M,Y,20000,0.0,0,0,0
Arundhati,Tomassini,F,646,645-7643,SILVER SPRINGS,NY,14550,M,N,75000,4.3881097,0,0,0
Vladislav,Khedro,F,586,510-9308,DEARBORN HEIGHTS,MI,48125,S,Y,5000,3.9,3100,0,3100
Melvin,Constantineau,M,567,762-9888,PICKERINGTON,OH,43147,S,N,100000,3.8655128,1300,0,0
Moon,Tawa,F,303,564-6407,EADS,CO,81036,M,Y,45000,4.63,0,0,0
Minshen,Whittlesey,M,478,750-1182,RAY CITY,GA,31645,M,N,40000,6.0,0,5400,0
Ivy,Lassagne,M,307,222-9705,VAN TASSELL,WY,82242,M,N,95000,0.0,0,0,0
Vitaly,Gerlhof,F,605,624-6559,HERMOSA,SD,57744,S,N,95000,0.0,0,0,0
Ratko,Lunn,M,435,553-9506,NEWCASTLE,UT,84756,M,N,65000,7.0,0,4950,0
Magatho,Cassel,F,727,642-7269,SAINT CLOUD,FL,34770,M,N,100000,0.0,0,0,0
Wibke,Pasztor,M,501,599-8568,REDFIELD,AR,72132,S,Y,15000,3.773037,20,0,20
Xioalin,Schwandt,M,401,353-4031,SLATERSVILLE,RI,2876,S,N,70000,0.0,0,0,0
Pierdaniele,Kane,M,605,134-4512,PARKSTON,SD,57366,M,N,75000,0.0,0,0,0
Douadi,Subbalakshmi,M,207,456-5669,PEAKS ISLAND,ME,4108,M,Y,15000,6.9580293,0,5700,2850
Ganrav,Linnell,F,610,450-3605,HOWARD,PA,16841,S,N,10000,3.07,0,0,0
Aenne,DeFouw,M,478,978-6537,WAVERLY HALL,GA,31831,S,N,10000,6.0,2700,0,0
Zygmunt,Faria,F,405,888-7202,PAWHUSKA,OK,74056,S,N,75000,6.25,1000,0,0
Mechthild,Brykczynski,F,410,484-6020,WINDSOR MILL,MD,21244,M,N,5000,4.75,0,4800,0
Adas,Nassef,M,505,567-4376,ALBUQUERQUE,NM,87111,S,Y,55000,5.3,3300,0,3300
Yoshiyuki,Wabbi,F,307,237-8506,ENCAMPMENT,WY,82325,S,Y,55000,0.0,0,0,0
Nico,Blackard,M,862,660-2259,PLUCKEMIN,NJ,7978,M,N,5000,1.4,0,2000,0
Chaoyi,Mingo,M,630,614-9849,SOUTH WILMINGTON,IL,60474,S,Y,5000,3.0,2000,0,2000
Chaosheng,Marceau,F,630,265-9150,EQUALITY,IL,62934,M,Y,15000,3.0,0,4000,2000
Sarmad,Coolsaet,M,978,259-9195,LITTLETON,MA,1460,S,Y,5000,5.3,3575,0,1000
Neophytos,Siefkes,M,864,500-7818,CLARKS HILL,SC,29821,S,Y,65000,7.0,3300,0,3300
Dang,Bongartz,F,302,773-3848,WILMINGTON,DE,19880,S,Y,45000,4.927273,110,0,110
Fiaz,Karp,F,484,222-2186,POTTSVILLE,PA,17901,M,N,40000,3.07,0,0,0
Thorsten,Scherz,M,479,238-3083,CAMDEN,AR,71701,M,N,5000,1.3826939,0,40,0
Dunja,Raschke,F,701,239-3525,GARRISON,ND,58540,M,Y,5000,2.1,0,6600,3300
Nilanjan,Boddy,F,580,732-8981,OKLAHOMA CITY,OK,73122,M,N,70000,6.25,0,2000,0
Ashim,Tohma,F,224,678-1321,LANCASTER,IL,62855,M,Y,35000,3.0,0,4000,2000
Zhixi,Buitenhuis,F,239,503-4833,TAMPA,FL,33689,S,N,100000,0.0,0,0,0
Melchior,Schrock,F,912,927-4046,CLARKSTON,GA,30021,S,N,70000,6.0,2700,0,0
Carolina,Yonezaki,F,202,946-1632,WASHINGTON,DC,20544,M,Y,35000,9.0,0,2740,1370
Zineb,Marchegay,M,551,315-6879,PERTH AMBOY,NJ,8861,M,N,45000,1.7942708,0,2000,0
Rosana,Kliger,F,580,138-2108,GARBER,OK,73738,S,N,50000,6.25,1000,0,0
Hongzue,Quinke,F,303,740-9015,BOULDER,CO,80307,M,N,35000,4.63,0,0,0
